product_name,quantity,nutrition-score-fr_100g,nutriscore_score,nutriscore_grade,brands,origins,ingredients_text,countries,labels,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,sodium_100g,additives,vitamin-c_100g,nova_group,pnns_groups_1,pnns_groups_2
Pur jus d'orange,75 cl,2.0,2.0,c,Marcel bio,,,France,Bio ,41.0,0.1,0.0,9.4,8.7,0.012,,,,Beverages,Fruit juices
Pur jus d'orange,25 cl,4.0,4.0,c,Marcel Bio,,,France,"Bio, Bio européen, AB Agriculture Biologique ",45.0,0.0,0.0,10.4,9.7,0.0,,,,Beverages,Fruit juices
Pur jus d’orange pressé,,13.0,13.0,e,,,,France,,41.0,0.1,0.1,10.0,10.0,40.0,,,,Beverages,Fruit juices
Pur jus orange fraise,50 cl,2.0,2.0,c,Les Fruisettes,,"Jus d'orange (80%), purée de fraise (20%).",France,,43.0,0.1,0.0,10.0,9.0,0.008,,,1.0,Beverages,Fruit juices
Pur jus fraîchement pressé orange mangue,,5.0,5.0,c,Les Fruisettes,,purée de mangue (20%) jus d'orange (80%),France,,52.0,0.1,0.0,12.0,10.0,0.0,,,1.0,Beverages,Fruit juices
Pur jus d’orange,,,,,,,,France,,43.0,0.1,0.1,8.9,8.9,,,,,Beverages,Fruit juices
Pur jus d'orange,,1.0,1.0,b,Naturéo,Grèce,Orange 100%,France,"Bio, Bio européen, FR-BIO-01 ",34.0,0.0,0.0,8.6,8.6,0.0,,,1.0,Beverages,Fruit juices
Pur jus bio d'orange,,,,,Greenweez,,,France,"Bio, Bio européen ",46.0,0.1,0.0,11.0,10.0,,,,,Beverages,Fruit juices
Pur jus orange sans pulpe,,2.0,2.0,c,,,,France,,39.0,0.0,0.0,9.4,8.7,0.0,,,,Beverages,Fruit juices
Pur jus d'orange,,,,,,,Pur jus d'orange* (100%).  *bio,France,"Bio, Bio européen, AB Agriculture Biologique ",42.0,0.10000000149012,0.0,9.3999996185303,8.6999998092651,,,,1.0,Beverages,Fruit juices
Jus d'orange pur jus,75 cl,5.0,5.0,c,La Reinette Verte,,,France,"Bio, Bio européen, AB Agriculture Biologique ",43.7,0.1,0.0,9.4,8.9,0.24,,,,Beverages,Fruit juices
Jus d'orange pur jus,25 cl,4.0,4.0,c,La Reinette Verte,,,France,"Bio, Bio européen ",43.0,0.0,0.0,9.4,8.9,0.24,,,,Beverages,Fruit juices
Pur jus pomme orange,75 cl,-2.0,-2.0,b,Les Vergers de Cousancelles,,,France,"Bio européen,AB Agriculture Biologique",34.0,0.1,0.0,8.4,4.2,0.0,,,,Beverages,Fruit juices
jus d'orange gingembre curcuma,,,,,,,,France,Bio ,0.0,0.0,0.0,0.0,0.0,0.0,,,,unknown,unknown
Salade de fruit en jus à l'orange et citron de Sicile,,-3.0,-3.0,a,I.D Fruits,,"Fruits en proportion variable 80% (pomme (dont affermissant : chlorure de calcium) 19%, ananas 17%, papaye 12%, mangue 12%), eau, sirop de sucre inverti, jus d'orange concentré 0.4%, jus de citron de Sicile 0,4% (à base de concentré), acidifiant : acide citrique, antioxydant : acide ascorbique, conservateur : sorbate de potassium.",France,,60.0,0.5,0.1,14.0,13.0,0.004,,,4.0,Fruits and vegetables,Fruits
Tropic Kiss jus d'orange,50 cl,11.0,11.0,e,Tropic kiss,,Jus d'orange à base de concentré 100%,France,"Sans colorants, 100 % fruits",41.0,0.1,0.0,7.4,7.4,0.0,,,1.0,Beverages,Unsweetened beverages
Pure jus d'orange blonde,,,,,,,,France,"Sans additifs, Sans colorants, Sans conservateurs",,,,,,,,,,Beverages,Fruit juices
100% pur jus d'orange,1 L,3.0,3.0,c,Biocoop,Bassin méditerranéen,Jus d'orange issu de l'agriculture biologique.,France,"Bio, Bio européen, Agriculture UE, FR-BIO-01, en:FSC, AB Agriculture Biologique ",43.0,0.0,0.0,9.0,9.0,0.012,,,1.0,Beverages,Fruit juices
100% pur jus d'orange,1.5l,,,,Biocoop,bassin méditerranéen,jus d'orange issu de l'agriculture biologique.,France,"Bio, Bio européen, AB Agriculture Biologique, FR-BIO-01, en:FSC, Fabriqué en France ",43.0,,,9.0,9.0,0.012,,,1.0,Beverages,Fruit juices
100% pur jus d’orange,6,2.0,2.0,c,Biocoop ,,,France,Bio ,43.0,0.0,0.0,9.0,9.0,0.012,,,,Beverages,Fruit juices
Pur jus d'orange,74 cl,3.0,3.0,c,Très Pressés,,Jus d’orange,France,Bio ,46.0,0.5,0.1,10.0,8.0,0.008,,,1.0,Beverages,Fruit juices
Pur jus orange biologique,,3.0,3.0,c,,,,France,"Bio, Point Vert ",44.0,0.5,0.1,10.0,8.0,0.008,,,,Beverages,Fruit juices
Pur jus d'orange Bio,,2.0,2.0,c,Force Bio,,"Pur jus d orange avec pulpe (3,5%) issu de l agriculture biologique sans additifs et sans conservateur",France,"Bio, Sans additifs, Sans conservateurs ",42.0,0.5,0.1,8.7,8.7,0.0,,,1.0,Beverages,Fruit juices
Force Bio pur jus d'orange sanguine frais,,2.0,2.0,c,Force bio,,,France,"Bio, Bio européen, AB Agriculture Biologique, Sans additifs, Sans conservateurs ",39.0,0.5,0.10000000149012,8.6999998092651,8.6999998092651,0.003999999910593,,,,Beverages,Fruit juices
Pour jus d’orange bio,,,,,,,,France,"Bio, Bio européen, FR-BIO-01 ",43.0,0.0,0.0,9.8,9.0,0.0,,,,unknown,unknown
Pur jus orange,,3.0,3.0,c,,,,France,,42.0,0.0,0.0,10.4,10.1,0.02,,,,Beverages,Fruit juices
Pur jus  orange bio,3 L,4.0,4.0,c,Les Fées Bio,,Pur Jus d'orange*. *Produit issu de l'agriculture biologique.,France,"Bio, Ecocert, Bio européen, AB Agriculture Biologique, Agriculture UE, FR-BIO-01, Sans sucre ajouté, Sans colorants, Sans conservateurs, Riche en vitamine C, en:er-bio-10 ",46.0,0.1,0.0,11.0,10.0,0.004,,,1.0,Beverages,Fruit juices
Pur jus d'orange bio,20cL,4.0,4.0,c,Les Fées Bio,,Jus d'orange*. *Produit issu de l'agriculture biologique.,France,"Bio, Bio européen, Agriculture UE, FR-BIO-01, FR-BIO-10, AB Agriculture Biologique ",46.0,0.1,0.0,11.0,10.0,0.004,,,1.0,Beverages,Fruit juices
Pur jus d'orange Bio,1l,4.0,4.0,c,Les Fées bio,,Jus d'orange* *produit issu de l'agriculture biologique,France,"Bio, Bio européen, AB Agriculture Biologique, FR-BIO-01 ",46.0,0.1,0.0,11.0,10.0,0.0,,,1.0,Beverages,Fruit juices
Pur jus d'orange bio,3L,4.0,4.0,c,Piaf,,Jus d'orange* *Produit issu de l'agricuture biologique,France,"Bio, Bio européen, AB Agriculture Biologique, FR-BIO-01, Sans colorants, Sans conservateurs ",46.0,0.1,0.0,11.0,10.0,0.004,,,,Beverages,Fruit juices
Pur jus orange,1,2.0,2.0,c,Cidou,,,France,,41.0,0.5,0.0,9.3999996185303,8.6999998092651,0.0119999997317792,,,,Beverages,Fruit juices
Pur jus orange,,2.0,2.0,c,Cidou,,,France,,41.0,0.5,0.0,9.4,8.7,0.012,,,,Beverages,Fruit juices
Pur jus douceur d'orange,,4.0,4.0,c,Cidou,,,France,"Bio, Bio européen, AB Agriculture Biologique ",46.0,0.1,0.0,11.0,10.0,0.012,,,,Beverages,Fruit juices
Pur jus bio orange mandarine,340 g (2 * 170 g),4.0,4.0,c,"Cidou,Casino",,"_Lait_ entier, sucre 45%.",France,"Bio, Bio européen, Agriculture UE/Non UE, FR-BIO-01 ",46.0,0.1,0.0,10.0,10.0,0.0,,,3.0,Beverages,Sweetened beverages
Pur jus d'orange,,4.0,4.0,c,Sélection des Comptoirs,,,France,"Bio, Bio européen, Sans sucre ajouté ",45.0,0.5,0.1,11.0,10.0,0.004,,,,Beverages,Fruit juices
Pur jus d’orange,,,,,,,,France,,46.0,0.1,0.0,10.5,8.8,,,,,unknown,unknown
Pur jus d'orange blonde,,4.0,4.0,c,Les Toques Blanches du Monde,,,France,,50.0,0.1,0.0,11.0,10.0,0.04,,,,Beverages,Fruit juices
Pur jus d'orange,25 cl,5.0,5.0,c,Elikatxo,,Jus d'orange.,France,,46.0,0.0,0.0,11.0,11.0,0.0,,,1.0,Beverages,Fruit juices
Pur jus d'orange,1 L,5.0,5.0,c,Elikatxo,,Jus d'orange.,France,,46.0,0.0,0.0,11.0,11.0,0.0,,,1.0,Beverages,Fruit juices
Pur jus d’orange,,,,,,,,France,,46.0,0.0,0.0,11.0,11.0,0.0,,,,unknown,unknown
Pur jus orange,25 cl,4.0,4.0,c,Interlude Ardéchois,Brésil,Pur jus d'Oranges (Brésil).,France,,45.0,0.11,0.053,9.58,9.58,0.0016,,,1.0,Beverages,Fruit juices
Pur jus d’orange,,,,,,,,France,,191.0,0.11,0.053,9.58,9.58,,,,,unknown,unknown
Pur jus orange,,2.0,2.0,c,,,,France,,42.0,0.1,0.0,9.4,8.7,0.004,,,,Beverages,Fruit juices
Frescu Frescu pur jus orange pressées,0.25 l,3.0,3.0,c,Frescu Frescu,France,100% pur jus d'oranges BlO,France,"Bio, Bio européen, AB Agriculture Biologique ",43.0,0.1,0.0,9.3,9.3,0.0012,,,,Beverages,Fruit juices
Moco jus d’orange,,,,,,,,France,,53.0,1.5,0.3,11.4,9.2,0.04,,,,unknown,unknown
Good good jus d'orange,,,,,,,,France,,47.0,0.4,0.1,7.9,7.9,0.0,,,,unknown,unknown
Pur jus d’orange bio,200ml,3.0,3.0,c,Zenat,"Brésil,Méxique",Orange 100%,France,"Bio, Bio européen, AB Agriculture Biologique ",43.0,0.2,0.04,9.0,9.0,0.001,,,1.0,Beverages,Fruit juices
jus d'orange,,2.0,2.0,c,Voelkel,,jus d'orange* issu de l'agriculture biologique et bio-dynamique,France,"Bio, Végétarien, Bio européen, Agriculture non UE, Végétalien, Bio-dynamie, DE-ÖKO-007, Demeter, Agriculture UE, Agriculture UE/Non UE, Fabriqué en Allemagne ",43.0,0.2,0.0,9.0,9.0,0.0,,,,Beverages,Fruit juices
Pur jus d'orange,1 Litre,3.0,3.0,c,Eismann,,,France,,45.0,0.5,0.5,11.0,8.0,0.04,,,,Beverages,Fruit juices
Pur jus d'orange,,,,,,,,France,,,,,,,,,,,Beverages,Fruit juices
Solevita jus d'orange,,,,,Solevita,,,France,,44.0,0.2,0.1,9.0,9.0,0.004,,,,unknown,unknown
jus d'orange 100% sans pulpe,,2.0,2.0,c,Solevita,,,France,,42.0,0.1,0.1,9.0,9.0,0.008,,,,Beverages,Fruit juices
Bio pur jus orange,1L,3.0,3.0,c,"Solevita,Lidl",,Jus d'orange biologique pasteurisé,France,Bio ,44.0,0.2,0.1,9.0,9.0,0.004,,,1.0,Beverages,Fruit juices
Pur jus d orange,,,,,"Solevita, Lidl",,Pur jus orange,France,Bio ,43.0,0.1,,9.2,9.2,0.004,,,1.0,Beverages,Fruit juices
Pur jus vitalité orange carotte citron,,,,,Lidl,,,France,en:eu-organic,54.0,0.2,0.0,7.8,7.5,,,,,unknown,unknown
Jus d’orange 100%pur jus,,,,,Solevita,,,France,,46.0,0.2,0.1,9.6,9.6,,,,,Beverages,Fruit juices
Pur jus orange sans pulpe carrfour,,,,,,,,France,,,,,,,,,,,Beverages,Fruit juices
Pur jus d’orange,,,,,Bon et Bio,,,France,en:ab-agriculture-biologique,,,,,,,,,,unknown,unknown
jus d'orange,,,,,,,,France,,87.0,0.2,0.2,19.8,19.4,0.0,,,,unknown,unknown
Innocent jus orange ,900 ml,,,,Innocent,,,France,,,,,,,,,,,unknown,unknown
jus d'orange,,2.0,2.0,c,Innocent,,,France,,38.0,0.0,0.0,8.2,8.2,0.0,,,,Beverages,Fruit juices
"pur jus de 3 fruits pressés orange, pamplemousse rose & orange sanguine",900ml,3.0,3.0,c,Innocent,,"oranges pressées 86%, pamplemousse pressé 8%, orange sanguine pressée 6%",France,,,0.2,0.2,9.5,8.5,0.0,,0.031,1.0,Beverages,Fruit juices
Innocent jus d'orange & kiwi 900ml,900 ml,3.0,3.0,c,innocent,,"oranges 80%, kiwis 15%, pomme 5%, extraits de potiron et spiruline, vitamine C",France,"en:FSC, en:fsc-c095196, FSC Mix ",46.1,0.0,0.0,10.0,8.2,0.0,,0.028,1.0,Beverages,Fruit juices
Innocent jus d'orange avec pulpe 900ml,900ml,2.0,2.0,c,Innocent,,oranges pressées.,France,"Peu ou pas de sucre, en:FSC, en:fsc-c095196, FSC Mix, Sans sucre ajouté ",36.0,0.0,0.0,7.8,7.8,0.0,,0.025,1.0,Beverages,Fruit juices
Innocent pur jus d'orange pressé sans pulpe,,2.0,2.0,c,Innocent,,,France,,36.0,0.0,0.0,7.8,7.8,0.0,,,,Beverages,Fruit juices
Pur jus d'orange flash pasteurisé réfrigéré,1l,5.0,5.0,c,Winny,,"Jus d'orange, flash pasteurisé, réfrigéré.",France,"en:European Fruit Juice Control System, Sans colorants, Sans conservateurs ",,0.0,0.0,11.0,11.0,0.0,,,,Beverages,Fruit juices
Victorine jus d'orange bio,,,,,,,,France,Bio ,,,,,,,,,,unknown,unknown
Bio Manature jus d'orange,,,,,,,,France,Bio ,43.0,0.1,0.0,9.4,9.4,0.0,,,,unknown,unknown
100% pur jus orange avec pulpe,200 ml,4.0,4.0,c,Tropicana,,Jus d'orange avec pulpe,France,,48.0,0.0,0.0,10.0,10.0,0.0,,0.032,1.0,Beverages,Fruit juices
Pulpissimo jus d'orange pressée,,,,,Tropicana,,,France,,49.0,,0.0,,10.0,0.0,,,,Beverages,Fruit juices
Valencia 100% jus d'orange,,,,,Trudo,,,France,,50.0,0.0,0.0,11.2,11.2,0.04,,,,unknown,unknown
Bionina - Boisson gazeuse au jus d'orange,330 ml,15.0,15.0,e,Bionina,,"Eau minérale naturelle gazéifiée, jus d'orange sanguine (12 %) concentré*, sucre de canne*, acidifiant : acide citrique, jus de carotte noire*, arôme naturel d'orange sanguine*.",France,"Bio, Bio européen, Agriculture UE/Non UE, IT-BIO-008, Fabriqué en Italie ",48.0,0.0,0.0,12.0,12.0,0.01016,,,3.0,Beverages,Sweetened beverages
Samba jus d’orange frais,,19.0,19.0,e,Grosbuch,,Orange 100%,France,Sans sucre ajouté,93.0,0.52,0.01,16.64,16.64,3.896,,,1.0,Beverages,Unsweetened beverages
100% pur jus orange pressée,,5.0,5.0,c,,,,France,"Sans sucre ajouté, Sans colorants, Sans conservateurs",49.0,0.1,0.0,11.0,11.0,0.0,,,,Beverages,Fruit juices
iFruit jus d'orange carotte citron,,,,,,,,France,Sans conservateurs,55.0,0.1,0.1,13.0,10.6,0.04,,,,unknown,unknown
Boisson au jus orange pêche,,,,,,,,France,,53.0,0.1,0.01,13.1,6.0,0.0,,,,unknown,unknown
Boisson jus d'orange,,,,,,,,France,,,,,,,,,,,unknown,unknown
Boisson au jus orange-mangue,,,,,,,,France,,48.0,0.1,0.0,12.0,0.0,0.0,,,,unknown,unknown
Pour jus d'orange,,,,,Solevita,,,France,"Bio, Bio européen, AB Agriculture Biologique ",40.0,0.5,0.1,9.4,8.7,0.004,,,,unknown,unknown
Pur jus d’orange,,2.0,2.0,c,,,,France,,39.0,1.0,1.0,9.4,8.7,0.0,,,,Beverages,Fruit juices
Pur jus d'orange pressée,,,,,,,,France,,48.0,0.2,0.0,9.8,0.0,,,,,Beverages,Fruit juices
Pur jus d'orange fraîchement pressées,,-3.0,-3.0,b,,,,France,,48.0,0.2,0.0,9.8,0.0,0.0,,,,Beverages,Fruit juices
Pur jus bio orange,3litres,,,,fées bio,,,France,Bio ,,,,,,,,,,Beverages,Fruit juices
Pur jus orange,,,,,Carrefour,,,France,,,,,,,,,,,unknown,unknown
Momenti - Boisson gazeuse avec jus d'orange sanguine,33 cl,0.0,0.0,b,SANPELLEGRINO,,"Eau, jus d’orange sanguine à base de concentré 6%, sucre, dioxyde de carbone, extrait de fleur d’oranger 0,1%, arômes naturels, concentré de carotte, acidifiant : acide citrique, concentré de pomme, concentré de cassis",France,,10.0,0.0,0.0,23.0,2.2,0.0,,,4.0,unknown,unknown
Put jus de orange et gimgembre,,,,,,,,France,"Bio, Bio européen, IT-BIO-007 ",33.0,0.1,0.0,6.2,5.7,0.0,,,,unknown,unknown
jus orange,,,,,vitamont,,,France,"Bio, Bio européen, FR-BIO-01 ",,,,,,,,,,unknown,unknown
Pur jus orange carotte citron,,,,,,,,France,,28.0,0.0,0.0,6.6,6.6,,,,,unknown,unknown
jus d'orange,330,,,,Minute Maid,,NENTRE Minute Maid ORANGE 100% JUS,France,,,,,,,,,,,Beverages,Fruit juices
Orange - 8% de jus d'orange,"1,5 l",17.0,17.0,e,Kas,,"Eau gazéifiée, sucre, jus d'orange à base de concentré 8 %, acidifiant (acide citrique), stabilisants (gomme arabique, esters glycériques de résine de bois), arômes naturels, antioxydant (acide ascorbique), conservateur (sorbate de potassium), colorant (beta-carotène).",France,,51.0,0.0,0.0,12.6,12.6,0.0,,,4.0,Beverages,Sweetened beverages
Pur jus d'orange,,4.0,4.0,c,Bouquet Bio,,Oranges (100%),France,"Bio, en:gluten-free ",45.0,0.2,0.1,10.1,9.6,0.04,,,1.0,Beverages,Fruit juices
orange a jus,,,,,,,,France,,,,,,,0.0,,,,unknown,unknown
Sanguinelli oranges a jus,,,,,,,,France,,,,,,,,,,,unknown,unknown
Jus d'orange BIO  100% pur jus,,0.0,0.0,b,Casa Amella,,,France,Bio ,39.0,0.0,0.0,9.2,8.0,0.0,,,,Beverages,Fruit juices
Ekolo bio pur jus orange et carottes chez Leclerc,,,,,,,,France,Bio ,42.0,0.0,0.0,9.4,7.6,0.0,,,,unknown,unknown
Pur jus d'orange,2 l,4.0,4.0,c,Dia,,Jus d'Orange.,France,Fabriqué en France,,0.1,0.0,11.0,10.5,0.016,,0.02,1.0,Beverages,Fruit juices
Pur jus d'orange Bio,1 L,2.0,2.0,c,Dia,,Jus d'orange issu de l'agriculture biologique.,France,"Bio, Bio européen, AB Agriculture Biologique, FR-BIO-01 ",,0.1,0.1,9.0,9.0,0.0119888,,,1.0,Beverages,Fruit juices
jus d’orange,,,,,,,,France,,,,,,,,,,,unknown,unknown
100% pur jus d orange sans pulpe,,3.0,3.0,c,,,,France,Sans sucre ajouté,39.0,0.5,0.1,9.5,9.5,0.004,,,,Beverages,Fruit juices
boisson avec concentré de jus d'orange,,,,,,,,France,Sans conservateurs,39.0,0.10000000149012,0.10000000149012,9.3999996185303,9.3999996185303,,,,,unknown,unknown
jus fraise orange,"1,5 l",8.0,8.0,c,je sais pad,,,France,,16.0,10.0,6.0,23.0,22.0,0.4,,,,unknown,unknown
Pur jus d’orange pressé,,4.0,4.0,c,Fruisy,,jus d'orange (100 0%).,France,,47.0,0.1,0.0,10.8,9.3,0.0,,,1.0,Beverages,Fruit juices
oranges à jus,2 kgs,,,,Espagne,,,France,,,,,,,,,,,unknown,unknown
pur jus orange,,,,,votamoni,,,France,,,,,,,,,,,unknown,unknown
Pur jus d orange ,20 cl,,,,Fée Bio,,,France,"Bio, Bio européen, FR-BIO-01 ",,,,,,,,,,Beverages,Fruit juices
